IncidentName,CalendarYear,POOJurisdictionalUnit,Fire Type Protection Type,Fire Type,Fire Cause,Size Class,IncidentSize,FireDiscoveryDateTime
SOUR,2020,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/1/2020
4E2,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/8/2021
Beaver Lake,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/26/2021
Corral,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,B,0.7,7/31/2021
Divide Springs,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.25,7/1/2021
ELK CREEK,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,6/25/2021
Fossil,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/2/2021
Gull,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/24/2021
Hard Road,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/2/2021
Rocky,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.2,8/1/2021
South Bridge,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/3/2021
Specimen Forks,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/7/2021
Tele Meadows,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.25,8/2/2021
Two Springs,2021,<Null>,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/22/2021
Big Horn,2022,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,5.55,9/27/2022
Geode,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/8/2022
Glen,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,9/8/2022
Gray,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/29/2022
Obsidian,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,7/20/2022
Phantom Pitchstone,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Human,A,0.1,9/6/2022
Telemark,2022,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,8/17/2022
Douglas Knob,2023,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,A,0.1,9/12/2023
Hitching Post,2023,WYYNP,Suppressed:  Origin on NPS land; not full or limited suppression response,14,Natural,B,0.5,7/27/2023
Pup,2023,WYYNP,Suppressed: Origin on NPS land; protected NPS,11,Natural,A,0.1,7/22/2023
